TU_ID	Gene_name	Left	Right	Strand	Expression_EP	Description
439	ompF	987438	988635	-	210.98979707913438	ompF
440	asnS	989129	990587	-	14.74406743857657	asnS
441	pncB	990698	991957	-	4.138026958945567	pncB
442	pepN	992135	994777	+	10.738486657608016	pepN
443	ssuEADCB	994821	999106	-	0.0760896813140527	ssuEADCB
444	pyrD	1006276	1007321	+	1.3842765114559479	pyrD
445	rlmL-uup	1009216	1013414	+	4.052922063610062	rlmL-uup
446	pqiABC	1013203	1017002	+	2.2832385825914026	pqiABC
447	pqiABC	1013210	1017002	+	2.285767906076379	pqiABC
448	rmf	1017201	1017467	+	6.659514050888833	rmf
449	fabA	1017496	1018041	-	43.61778995700096	fabA
450	matP	1020003	1020480	+	2.7607250952054003	matP
451	ompA	1020557	1021730	-	282.0205201789102	ompA
452	ompA	1020557	1021734	-	281.06370755743814	ompA
453	sulA	1021954	1022490	-	3.5691523766565383	sulA
454	sxy	1022627	1023310	+	1.105548786849946	sxy
455	yccFS	1023274	1025908	-	1.2526844256141638	yccFS
456	helD	1025982	1028068	+	1.172043340832223	helD
457	mgsA	1028101	1028584	-	19.476046280574707	mgsA
458	yccT	1028655	1029380	-	0.2088054822942715	yccT
459	yccA	1032303	1032986	-	19.444064129583555	yccA
460	serT	1033095	1033262	-	0.0	serT
461	serT	1033134	1033262	-	0.0	serT
462	hyaABCDEF	1033528	1039177	+	0.060696219080903446	hyaABCDEF
463	appCBXA	1039254	1043458	+	0.13700288606085834	appCBXA
464	appA	1042143	1043458	+	0.15041554676755267	appA
465	gfcA	1050983	1052245	-	1.7728864203480166	gfcA
466	torR	1058806	1059527	-	0.4668206517293762	torR
467	torCAD	1059600	1063941	+	0.07989808410877046	torCAD
468	cbpAM	1064094	1065371	-	1.0788555072669694	cbpAM
469	cbpAM	1064094	1065376	-	1.0746543565377369	cbpAM
470	cbpAM	1064094	1065462	-	1.025444017821316	cbpAM
471	cbpAM	1064094	1065580	-	0.9441252045801094	cbpAM
472	agp	1067103	1068400	+	0.9666428863689441	agp
473	wrbA-yccJ	1068408	1069301	-	6.145771299178084	wrbA-yccJ
474	rutABCDEFG	1070055	1075569	-	0.03505565161956326	rutABCDEFG
475	rutR	1075657	1076423	+	1.2149328065155542	rutR
476	rutR	1075678	1076423	+	1.24908754404812	rutR
477	putA	1076464	1080468	-	2.963918599885235	putA
478	putP	1080712	1082381	+	3.738028034233773	putP
479	putP	1080723	1082381	+	3.7627980995208645	putP
480	putP	1080729	1082381	+	3.7764479112482676	putP
481	putP	1080754	1082381	+	3.8270188569721704	putP
482	putP	1080835	1082381	+	4.01183731713171	putP
483	efeU_1U_2	1082851	1083728	+	1.1650863108414085	efeU_1U_2
484	phoH	1086409	1087638	+	2.3536943725355797	phoH
485	phoH	1086482	1087638	+	2.5020706153638153	phoH
486	pgaABCD	1087650	1094066	-	0.46015969552313624	pgaABCD
487	dgcT	1094385	1095777	+	0.28044916750925536	dgcT
488	serX	1098928	1099038	-	0.43476349854490914	serX
489	ycdZ	1101615	1102149	+	25.232138204721224	ycdZ
490	csgDEFG	1102214	1104697	-	0.22107975248054534	csgDEFG
491	csgDEFG	1102214	1104706	-	0.22028195064721537	csgDEFG
492	csgBAC	1105222	1106655	+	0.1346478868241754	csgBAC
493	ymdA	1108074	1108423	+	0.1352112311355558	ymdA
494	ymdAB-clsC	1108074	1110474	+	0.6168688185535939	ymdAB-clsC
495	ymdAB	1108074	1109051	+	0.7265834418531764	ymdAB
496	ymdB-clsC	1108502	1110474	+	0.7265753596946061	ymdB-clsC
497	ymdB	1108502	1109051	+	1.2048385616074038	ymdB
498	clsC	1108991	1110474	+	0.6018334701098268	clsC
499	opgGH	1111956	1116258	+	7.593530824572402	opgGH
500	opgGH	1111977	1116258	+	7.630762705804254	opgGH
501	msyB	1116506	1116911	-	4.213836834065234	msyB
502	lpxL	1118361	1119407	-	1.2633378746520334	lpxL
503	yceA	1119471	1120557	+	2.758188470966149	yceA
504	yceJI	1120600	1121769	-	1.1663130887477215	yceJI
505	solA-yceO	1122006	1123307	-	2.793697121554095	solA-yceO
506	bssS	1123400	1123718	-	8.40033007239821	bssS
507	bssS	1123400	1123730	-	8.09670368423924	bssS
508	bssS	1123400	1123756	-	7.508674925048678	bssS
509	dinI	1123941	1124207	-	2.56376952191852	dinI
510	pyrC	1124260	1125341	-	1.3504083009561343	pyrC
511	grxB	1126106	1126801	-	7.080961238651199	grxB
512	rimJ	1128221	1128844	+	3.841326431890229	rimJ
513	flgMN	1132113	1132863	-	1.1236485648890975	flgMN
514	flgAMN	1132113	1133583	-	1.0214103190662267	flgAMN
515	flgBCDEFGHIJ	1133692	1141010	+	1.2127934587185007	flgBCDEFGHIJ
516	flgKL	1141050	1143684	+	0.41101572892713706	flgKL
517	rne	1143881	1147119	-	11.35082015248821	rne
518	rne	1143881	1147426	-	11.190333316404356	rne
519	rne	1143881	1147460	-	11.089077425516768	rne
520	rne	1143881	1147571	-	10.758896176778535	rne
521	sraB	1149288	1149450	+	19.981593153901066	sraB
522	yceD-rpmF	1149348	1150238	+	172.26780194710554	yceD-rpmF
523	yceD-rpmF	1149490	1150238	+	201.58643877191548	yceD-rpmF
524	rpmF-plsX-fabHDG	1150037	1154102	+	62.564195928278146	rpmF-plsX-fabHDG
525	plsX-fabHDG	1150276	1154102	+	44.7131494280388	plsX-fabHDG
526	fabHDG	1151215	1154102	+	50.66365057722274	fabHDG
527	acpP-fabF	1154274	1155878	+	89.12658803698902	acpP-fabF
528	acpP	1154274	1154585	+	280.62652989072853	acpP
529	ptsG	1160325	1162000	+	25.437817936483608	ptsG
530	ptsG	1160465	1162000	+	27.70262881612075	ptsG
531	fhuE	1162024	1164345	-	0.3075988177825513	fhuE
532	ndh	1168691	1170087	+	7.946106151700199	ndh
533	comR	1170899	1171542	-	1.7321215326662085	comR
534	bhsA	1171718	1172028	+	1.192696474617368	bhsA
535	bhsA	1171732	1172028	+	1.2487291949014054	bhsA
536	ldtC	1172111	1173115	-	0.5874746190361922	ldtC
537	mfd	1173217	1176690	-	1.622807313932106	mfd
538	mfd	1173217	1176726	-	1.6061678769336565	mfd
539	pepT	1188522	1189768	+	2.0768925056057848	pepT
540	phoQ	1191015	1192638	-	4.417275672846421	phoQ
541	phoPQ	1191015	1193181	-	5.870873373259761	phoPQ
542	phoPQ	1191015	1193189	-	5.849289279975717	phoPQ
543	phoPQ	1191015	1193206	-	5.806689027280275	phoPQ
544	hflD-purB	1193315	1195384	-	4.683313273592977	hflD-purB
545	iraM	1214379	1214788	-	1.0624375430961106	iraM
546	iraM	1214379	1214821	-	0.983472590568697	iraM
547	bluR	1216027	1216811	-	3.8764255539232875	bluR
548	bluF	1216963	1218204	-	1.255845319447393	bluF
549	ycgZ-ymgA-ariR-ymgC	1218451	1219694	+	0.26153655412853594	ycgZ-ymgA-ariR-ymgC
550	ycgL	1230308	1230705	+	4.1865461539747	ycgL
551	hlyE	1232182	1233164	-	0.056176909029135025	hlyE
552	umuDC	1233437	1235152	+	0.26862094968595956	umuDC
553	fadR	1237604	1238396	+	6.2084961776619805	fadR
554	fadR	1237615	1238396	+	6.295716430477154	fadR
555	ycgB	1238408	1239983	-	0.5883554556101784	ycgB
556	dadAX	1240208	1242647	+	3.8776104094091743	dadAX
557	dadAX	1240224	1242647	+	3.9031946430382667	dadAX
558	dadAX	1240237	1242647	+	3.9242317617611095	dadAX
559	ycgR	1246492	1247254	-	0.2557512349842313	ycgR
560	treA	1248378	1250123	-	0.8926385582736525	treA
561	dhaKLM	1250395	1253642	-	18.365468132028596	dhaKLM
562	dhaR	1253702	1255683	+	0.9282878702142136	dhaR
563	ychF	1259420	1260580	-	10.100980759871847	ychF
564	pth-ychF	1259420	1261240	-	7.408553646188868	pth-ychF
565	ychH	1261437	1261767	+	15.357583973242555	ychH
566	prs	1263594	1264875	-	23.69161330102713	prs
567	lolB-ispE-prs	1263594	1266254	-	13.17706904405324	lolB-ispE-prs
568	hemA	1266282	1267668	+	2.7618981100199846	hemA
569	hemA-prfA-prmC	1266375	1269625	+	2.9847201365034413	hemA-prfA-prmC
570	ychQA-kdsA	1269598	1271765	+	5.521883069090944	ychQA-kdsA
571	kdsA	1270553	1271765	+	7.795075185341791	kdsA
572	chaC	1275121	1275900	+	1.2343926031470416	chaC
573	ychO	1276459	1277876	+	1.0523807491574109	ychO
574	narXL	1277878	1280475	-	1.8280569144373378	narXL
575	narK	1280520	1282046	+	0.1587556257127072	narK
576	narK	1280631	1282046	+	0.16694638849014273	narK
577	narGHJI	1282506	1289224	+	0.15529289234990887	narGHJI
578	tyrTV-tpr	1289708	1290363	-	2.3389467523814322	tyrTV-tpr
579	rssAB	1291805	1293953	+	2.5906433021297484	rssAB
580	ychJ	1291373	1291875	-	4.298160879226038	ychJ
581	rssB	1292919	1293953	+	1.986088427037899	rssB
582	galU	1294104	1295063	+	11.270296781063685	galU
583	hns	1295160	1295656	-	168.44357425027275	hns
584	adhE	1298145	1301007	-	19.40791096729356	adhE
585	adhE	1298145	1301111	-	18.758402175599628	adhE
586	oppABCDF	1303921	1309603	+	27.96175560740224	oppABCDF
587	clsA-yciU	1309657	1311508	-	2.275791438070984	clsA-yciU
588	yciI	1313405	1313727	-	8.166874829055848	yciI
589	tonB	1313890	1314681	+	6.2828769982917025	tonB
590	yciCB	1315097	1316533	-	2.5338118161293717	yciCB
591	ompW	1316827	1317493	+	5.7010386413591165	ompW
592	yciE	1317504	1318231	-	0.3396205574977897	yciE
593	yciGFE	1317504	1318927	-	0.24130375477682697	yciGFE
594	yciG	1318621	1318927	-	0.1551269551154479	yciG
595	trpCBA	1319252	1322779	-	0.8424849937249097	trpCBA
596	trpLEDCBA	1319219	1325943	-	0.4701106699822866	trpLEDCBA
597	trpL	1325811	1325943	-	0.08978453132066266	trpL
598	yciVOQ	1326024	1329476	+	2.1576821255362932	yciVOQ
599	sohB	1332120	1333216	+	5.479102856836154	sohB
600	sohB	1332137	1333216	+	5.559360333052688	sohB
601	topA	1333625	1336480	+	18.974018666193995	topA
602	topA	1333654	1336480	+	19.168589578966145	topA
603	topA	1333684	1336480	+	19.374114127704164	topA
604	topA	1333719	1336480	+	19.61953359729144	topA
605	topA	1333816	1336480	+	20.098030567413733	topA
606	cysB	1336624	1337709	+	5.791520352033255	cysB
607	ymiA-yciX	1337926	1338293	+	1.9543540495138967	ymiA-yciX
608	acnA	1338260	1341341	+	2.5429132933469343	acnA
609	acnA	1338617	1341341	+	2.7447209585022176	acnA
610	acnA	1338663	1341341	+	2.7918318406257643	acnA
611	ribA	1341348	1342025	-	7.694240068498636	ribA
612	ribA	1341348	1342069	-	7.225987560872164	ribA
613	pgpB	1342145	1342929	+	1.176125786437036	pgpB
614	lapAB	1342971	1344562	+	2.523377774108677	lapAB
615	lapAB-pyrF-yciH	1342971	1345819	+	2.3304422579752426	lapAB-pyrF-yciH
616	lapAB	1343022	1344562	+	2.595356361849537	lapAB
617	pyrF-yciH	1344706	1345819	+	2.324433787632645	pyrF-yciH
618	osmB	1345946	1346204	-	0.8322808034249878	osmB
619	osmB	1345946	1346311	-	0.5896267272220622	osmB
620	yciT	1346433	1347345	-	3.9197241094666104	yciT
621	yciZT	1346433	1347473	-	3.5506171910788087	yciZT
622	pdeR	1347593	1349678	-	1.1684282311505791	pdeR
623	rnb	1349778	1351779	-	7.992199530730358	rnb
624	rnb	1349778	1351964	-	7.352703835891916	rnb
625	yciW	1351816	1352967	-	0.33263879540134794	yciW
626	fabI	1353087	1353953	-	29.134246443152705	fabI
627	fabI	1353087	1353956	-	29.03389886642543	fabI
628	puuP	1360638	1362208	-	0.2026794653850318	puuP
629	puuAP	1360638	1363803	-	0.19427214114804073	puuAP
630	puuDRCBE	1363888	1369650	+	0.3185081274909947	puuDRCBE
631	puuCBE	1365564	1369650	+	0.06301065176575728	puuCBE
632	pspF	1369654	1370764	-	0.7961005815315184	pspF
633	pspF	1369654	1370780	-	0.7848083747012838	pspF
634	pspABCDE	1370874	1372838	+	3.0069320766194245	pspABCDE
635	pspF	1369654	1370875	-	0.7342900083526822	pspF
636	ycjXF-tyrR	1386905	1391096	+	1.804001243016626	ycjXF-tyrR
637	tyrR	1389528	1391136	+	4.061894423032295	tyrR
638	tpx	1391141	1391679	-	57.213115814965	tpx
639	ycjG	1391710	1392730	+	2.1747395067512882	ycjG
640	ycjY	1393769	1394907	-	0.21363499901856783	ycjY
641	ycjY-ymjDC-mpaA	1392706	1394907	-	0.720555175116084	ycjY-ymjDC-mpaA
642	ynaI	1397727	1398808	-	0.762327676852577	ynaI
643	uspE	1400508	1401494	-	12.012160783145971	uspE
644	fnr	1401610	1402387	-	19.521017490808077	fnr
645	ogt	1402557	1403119	-	0.8723692347396957	ogt
646	mcaS	1408495	1408586	-	0.38466044670890903	mcaS
647	zntB	1410860	1411868	+	1.9463058984772408	zntB
648	fnrS	1411965	1412084	+	0.6031352286595438	fnrS
649	ralA	1416392	1416559	+	0.06914627564882579	ralA
650	uspF	1438021	1438476	-	6.902342481436238	uspF
651	ompN	1438596	1439848	-	0.0829119540045444	ompN
652	micC	1439957	1440064	+	0.05360422286537411	micC
653	ydbK	1440096	1443666	-	2.8621267453273957	ydbK
654	ydbK-ompN	1438596	1443666	-	2.0373287036521064	ydbK-ompN
655	ydbK-ompN	1438596	1443681	-	2.03132124728199	ydbK-ompN
656	ydbJ	1443865	1444159	+	5.139621919976096	ydbJ
657	hslJ	1444157	1444615	-	3.413841319048416	hslJ
658	ldhA	1444690	1445750	-	2.6413446024837914	ldhA
659	feaR	1449214	1450144	-	0.6378196993708387	feaR
660	feaR	1449214	1450184	-	0.6115719751168948	feaR
661	feaR	1449214	1450202	-	0.6063543637433813	feaR
662	feaB	1450206	1451898	+	0.4173115965602472	feaB
663	feaR	1449214	1450229	-	0.5902564602811676	feaR
664	feaB	1450328	1451853	+	0.459124416686793	feaB
665	tynA	1451912	1454244	-	0.09661405659199403	tynA
666	paaZ	1454433	1456505	-	0.04020242064287747	paaZ
667	paaABCDEFGHIJK	1456701	1466273	+	0.3086888315874052	paaABCDEFGHIJK
668	paaXY	1466345	1467896	+	1.2776580294897084	paaXY
669	ydbD	1477902	1480285	+	0.05807574094640566	ydbD
670	ynbABCD	1480433	1485036	+	0.08145474944908775	ynbABCD
671	azoR	1485091	1485739	-	1.7055795788200045	azoR
672	aldA	1491026	1492506	+	66.02746349673582	aldA
673	rydC	1494279	1494341	-	12.755203120826716	rydC
674	sokB	1494955	1495009	+	1.7006829340024652	sokB
675	trg	1495275	1496945	+	0.5666187383425301	trg
676	ydcI	1496984	1497969	-	5.806057021106316	ydcI
677	rimL	1501579	1502312	+	1.53658666591501	rimL
678	tehAB	1503372	1504990	+	1.8937946778253207	tehAB
679	sutR	1508986	1509543	+	0.9155097465762175	sutR
680	hicAB	1512057	1512759	+	0.767808319494403	hicAB
681	ydcR	1512814	1514244	+	1.248659045572752	ydcR
682	ydcSTUV-patD	1514435	1519837	+	0.1934104141080474	ydcSTUV-patD
683	yncE	1526063	1527203	+	4.3740551334136235	yncE
684	ansP	1527317	1528846	-	0.7335735769311116	ansP
685	ansP	1527317	1528855	-	0.7292864586243711	ansP
686	yncG	1529064	1529699	+	0.11367403393822634	yncG
687	narWV	1538773	1541522	-	0.0455086339953036	narWV
688	narU	1545508	1546959	-	0.02523219865110876	narU
689	narU	1545508	1546998	-	0.02457264386063072	narU
690	yddG	1549124	1550040	-	0.6729069830422053	yddG
691	fdnGHI	1550208	1554826	+	0.6055390921337769	fdnGHI
692	sra	1558662	1558881	-	5.306886878557971	sra
693	bdm-sra	1558662	1559175	-	2.277324272157886	bdm-sra
694	osmC	1559432	1559891	+	2.760945700381827	osmC
695	osmC	1559442	1559891	+	2.822164008594285	osmC
696	ddpXABCDF	1559948	1565942	-	0.1358685549555003	ddpXABCDF
697	ddpXABCDF	1559948	1566036	-	0.1347308236133835	ddpXABCDF
698	ddpXABCDF	1559948	1566084	-	0.13367721013449096	ddpXABCDF
699	gadBC	1571740	1574907	-	0.44655464807282175	gadBC
700	ydeNM	1582469	1585389	-	0.2780085387357572	ydeNM
701	safA-ydeO	1585762	1586863	-	0.005790042408106099	safA-ydeO
702	ydeP	1587043	1589499	-	0.1531965367609179	ydeP
703	hipBA	1593690	1595317	-	1.041661476756662	hipBA
704	lsrRK	1601453	1604092	-	0.6613830043264307	lsrRK
705	lsrACDBFG-tam	1604296	1610939	+	0.1460540184484513	lsrACDBFG-tam
706	tam	1610057	1610939	+	0.566666621524983	tam
707	uxaB	1612065	1613555	-	0.5473752205070003	uxaB
708	ydeA	1619791	1621053	+	0.26767005562629	ydeA
709	marC	1621079	1621776	-	1.144373359640776	marC
710	marRAB	1621929	1623042	+	3.4695482438532323	marRAB
711	mgtS	1625424	1625634	+	23.252673441833494	mgtS
712	mgrR	1625653	1625749	-	2.3452164194089185	mgrR
713	dgcZ	1625796	1626714	-	0.7033588789512963	dgcZ
714	ydeI	1626941	1627394	-	0.3896623287952104	ydeI
715	ydeJ	1627524	1628126	+	0.2026310170443849	ydeJ
716	ydfG	1630327	1631098	+	6.1992681023471405	ydfG
717	ydfH	1631162	1631873	+	4.0857895810892755	ydfH
718	ydfK	1635559	1636140	+	0.7210078818693851	ydfK
719	nohA-ydfN-tfaQ	1637146	1639438	-	0.0697544994450829	nohA-ydfN-tfaQ
720	gnsB	1640445	1640681	-	4.71539170892782	gnsB
721	cspI	1641291	1641547	-	0.18251274787179642	cspI
722	cspI	1641291	1641647	-	0.1315315333824678	cspI
723	relBE-hokD	1647870	1648738	-	4.030712710055371	relBE-hokD
724	flxA	1649224	1649572	+	0.0526215542088852	flxA
725	dicC-ydfXW	1650010	1650711	-	0.19720121242198765	dicC-ydfXW
726	ydfABC	1651274	1651876	+	0.5194191050229763	ydfABC
727	dicB-ydfDE-insD-7-intQ	1652433	1655543	+	0.3453320199928715	dicB-ydfDE-insD-7-intQ
728	ynfB-speG	1658545	1659579	+	8.332588844656392	ynfB-speG
729	ynfEFGH-dmsD	1660839	1667955	+	0.6743595640868462	ynfEFGH-dmsD
730	mlc-ynfK	1669360	1671426	-	6.175068748809181	mlc-ynfK
731	mlc	1670180	1671438	-	7.311762013498491	mlc
732	ynfM	1672508	1673787	+	0.6073493357346322	ynfM
733	asr	1674163	1674555	+	0.19817390001222676	asr
734	mdtJI	1675656	1676614	-	0.9100131258819596	mdtJI
735	tqsA	1676726	1677782	+	0.38794971308945386	tqsA
736	pntAB	1677808	1680810	-	13.547865829264326	pntAB
737	rstAB	1684974	1687018	+	4.629027565854739	rstAB
738	fumC	1688021	1689489	-	1.799746695169979	fumC
739	fumC	1688021	1689544	-	1.734837797967127	fumC
740	fumA	1689541	1691275	-	5.514983173554555	fumA
741	fumAC	1688021	1691275	-	3.7529602061396115	fumAC
742	manA	1691387	1692586	+	6.824455784916567	manA
743	ydgA	1692630	1694195	+	12.786486096218566	ydgA
744	uidABC	1694422	1698987	-	0.5097364844890148	uidABC
745	uidR	1699298	1699910	-	6.324539880490785	uidR
746	hdhA	1700109	1700957	-	3.951632168738404	hdhA
747	malI	1700972	1702063	-	0.9486150620257879	malI
748	malXY	1702149	1704964	+	0.90283058495215	malXY
749	add	1705038	1706069	+	10.27842421242854	add
750	blr	1707348	1707511	+	0.403593611464629	blr
751	ydgK-rsxABCDGE-nth	1708043	1714993	+	2.2663692145913132	ydgK-rsxABCDGE-nth
752	rsxABCDGE-nth	1708591	1714993	+	2.186031480522567	rsxABCDGE-nth
753	dtpA	1715507	1717106	+	15.713896075075475	dtpA
754	gstA	1717163	1717817	+	2.9169118089559665	gstA
755	tyrS-pdxY	1717862	1720104	-	10.11504974626539	tyrS-pdxY
756	tyrS-pdxY	1717862	1720118	-	10.052334645978535	tyrS-pdxY
757	pdxH-tyrS-pdxY	1717862	1720869	-	8.721735039701134	pdxH-tyrS-pdxY
758	slyB	1722584	1723178	+	70.228113975229	slyB
759	slyB	1722613	1723178	+	73.8200280938915	slyB
760	ydhIJK	1723834	1726968	+	0.5699779428818249	ydhIJK
761	sodC	1726970	1727514	-	1.7506692506829247	sodC
762	nemRA	1728857	1730591	+	1.4620171597977485	nemRA
763	nemRA-gloA	1728857	1731079	+	4.072534340537106	nemRA-gloA
764	gloA	1730637	1731079	+	14.683005819697371	gloA
765	lhr	1731189	1736575	+	0.3442090436087712	lhr
766	grxD	1736590	1736997	-	23.302562218895858	grxD
767	mepH	1737193	1738085	+	2.0525267300094288	mepH
768	sodB	1738159	1738949	+	39.8633747340279	sodB
769	purR	1740525	1741704	+	4.856133643777649	purR
770	cfa	1744037	1745396	+	3.47248770811998	cfa
771	cfa	1744215	1745396	+	3.478975474857279	cfa
772	ydhQ	1747707	1749037	-	5.839036513183731	ydhQ
773	valVW	1749251	1749427	+	0.27161856867816064	valVW
774	ydhYVWXUT	1751583	1757477	-	0.08888570937065358	ydhYVWXUT
775	pykF	1758303	1759945	+	27.2757496090354	pykF
776	pykF	1758436	1759945	+	29.598970467833485	pykF
777	pykF	1758453	1759945	+	29.85466142285456	pykF
778	pykF	1758499	1759945	+	30.703545759483458	pykF
779	lpp	1760132	1760492	+	106.67668066906299	lpp
780	lpp	1760219	1760492	+	140.38155372728667	lpp
781	sufABCDSE	1761710	1767253	-	1.6654032697368797	sufABCDSE
782	rprA	1773208	1773311	+	0.0	rprA
783	ydiP	1781226	1782163	-	0.36860427252335987	ydiP
784	ppsA	1787570	1789996	-	3.0158974258546842	ppsA
785	aroH	1791154	1792345	+	1.859041958741044	aroH
786	aroH	1791220	1792345	+	1.8487702324996516	aroH
787	ydiU	1792644	1794089	-	4.589413951604013	ydiU
788	ydiV	1794143	1794922	-	0.6768601023080291	ydiV
789	ihfA	1798052	1798556	-	43.79134534144066	ihfA
790	pheMST-ihfA	1798052	1802136	-	24.69646769359313	pheMST-ihfA
791	pheM	1801997	1802136	-	0.6015059573991177	pheM
792	rplT	1802199	1802598	-	287.15953605668614	rplT
793	rplT-pheM	1801997	1802598	-	191.10412321513172	rplT-pheM
794	rpmI-rplT	1802199	1803262	-	338.26618040016814	rpmI-rplT
795	infC-rpmI-rplT	1802199	1803653	-	296.2305683983183	infC-rpmI-rplT
796	infC	1802932	1804181	-	127.03917669233323	infC
797	thrS-infC	1802932	1805568	-	83.19299593971458	thrS-infC
798	thrS-infC-rpmI-rplT-pheMST-ihfA	1798089	1805568	-	81.30285641217476	thrS-infC-rpmI-rplT-pheMST-ihfA
799	pfkB	1809159	1810134	+	1.4099060848799745	pfkB
800	pfkB	1809187	1810134	+	1.4515049999238514	pfkB
801	yniB	1811533	1812098	-	2.610384890148654	yniB
802	hxpB	1812162	1812883	+	3.212849497935595	hxpB
803	ydjM	1813006	1813636	+	0.7171369160578248	ydjM
804	tcyP	1813718	1815160	+	0.48230918960023167	tcyP
805	cedA	1816257	1816577	-	1.6465108590001183	cedA
806	katE	1816650	1819117	+	0.4435699577059566	katE
807	chbBCARFG	1819222	1824561	-	0.6365048673324369	chbBCARFG
808	osmE	1824701	1825118	-	8.185909433610746	osmE
809	nadE	1825138	1826120	+	10.219739660331683	nadE
810	cho	1826328	1827237	+	0.6291547245108665	cho
811	ves	1827198	1827819	-	0.05857091706886422	ves
812	spy	1827893	1828523	-	1.717121773266074	spy
813	astCADBE	1828791	1834848	-	0.10929541626342161	astCADBE
814	astCADBE	1828791	1834874	-	0.1088284185932739	astCADBE
815	astCADBE	1828791	1834879	-	0.10969848726311944	astCADBE
816	xthA	1835235	1836069	+	4.13798464271861	xthA
817	ynjE	1842276	1843609	+	0.576936339755908	ynjE
818	ynjF	1843619	1844267	-	0.3281045092573035	ynjF
819	ynjH	1844699	1844998	-	0.3430409652216771	ynjH
820	ynjH	1844699	1845023	-	0.33632437824498723	ynjH
821	gdhA	1845144	1846549	+	2.643020710731957	gdhA
822	ynjI	1846667	1847735	-	0.3318130019414171	ynjI
823	selD-topB	1847768	1850859	-	5.3371239276203255	selD-topB
824	selD-topB	1847773	1850864	-	5.337243828421379	selD-topB
825	ydjA-selD-topB	1847768	1851535	-	6.359369835310104	ydjA-selD-topB
826	gapA	1865076	1866601	+	192.06276266907727	gapA
827	gapA	1865083	1866601	+	192.93957425993185	gapA
828	msrB	1864852	1865299	-	16.9414832068426	msrB
829	gapA	1865362	1866601	+	233.20419052847626	gapA
830	gapA	1865433	1866601	+	247.35589781695649	gapA
831	gapA-yeaD	1865454	1867569	+	139.74057757193887	gapA-yeaD
832	gapA	1865571	1866601	+	279.89472684074605	gapA
833	yeaE	1867618	1868559	-	4.286639554145349	yeaE
834	mipA	1868562	1869341	-	34.2278508386853	mipA
835	yeaGH	1869601	1873073	+	0.7604755316255662	yeaGH
836	yeaGH	1869651	1873073	+	0.7698237246696064	yeaGH
837	yeaL	1877159	1877633	+	0.563339726384286	yeaL
838	nimR	1877591	1878435	-	0.5318053229359311	nimR
839	nimT	1878493	1879689	+	0.4109863564319747	nimT
840	dgcP	1880493	1881575	+	2.242648169379638	dgcP
841	yeaR-yoaG	1882239	1882829	-	0.10478943992984206	yeaR-yoaG
842	leuE	1882957	1883635	-	1.0149476714951973	leuE
843	rnd	1889700	1890896	-	2.817132445916792	rnd
844	fadD-sroD	1890853	1892642	-	2.1164622163632303	fadD-sroD
845	yeaY	1892787	1893396	-	3.6041019240568453	yeaY
846	yoaC	1896802	1897267	+	1.6566179885229173	yoaC
847	sdaA	1899645	1901166	+	1.860828763409021	sdaA
848	yoaE	1902865	1904607	-	1.609725910901405	yoaE
849	manXYZ	1904769	1907581	+	46.668800402664964	manXYZ
850	mntP	1908295	1909089	+	1.4857748536508089	mntP
851	yobF-cspC	1910062	1910452	-	106.6980130232008	yobF-cspC
852	yobF-cspC	1910062	1910628	-	73.98698475930229	yobF-cspC
853	mgrB	1911459	1911627	-	8.60798720225448	mgrB
854	htpX	1914488	1915453	-	8.24254418360125	htpX
855	ryeA	1925902	1926149	+	1.9784003763809628	ryeA
856	sdsR	1925940	1926042	-	4.05070192790866	sdsR
857	pphA	1925149	1926220	-	0.8086629714506706	pphA
858	ptrB	1929615	1931700	-	0.9347318906075484	ptrB
859	yebE	1931884	1932567	-	2.3671327086915537	yebE
860	yebG	1933293	1933600	-	9.472435591475234	yebG
861	eda	1934921	1935619	-	9.671289966417723	eda
862	eda	1934921	1935634	-	12.504606193007561	eda
863	eda	1934921	1935944	-	11.624500690059131	eda
864	edd-eda	1934921	1937548	-	5.600318343930049	edd-eda
865	zwf	1937675	1939211	-	20.424250845561122	zwf
866	pykA	1940330	1941926	+	18.232096551927675	pykA
867	pykA	1940380	1941926	+	18.77349313361034	pykA
868	znuCB	1945470	1947034	+	0.9546317876410292	znuCB
869	znuA	1944487	1945496	-	5.054103675070092	znuA
870	ruvAB	1947109	1948851	-	2.1227476983598907	ruvAB
871	ruvAB	1947055	1948851	-	2.0625463863825306	ruvAB
872	ruvAB	1947109	1948859	-	2.113054786495233	ruvAB
873	ruvAB	1947055	1948859	-	2.0534099682811684	ruvAB
874	yebB	1948946	1949688	+	0.27336771934166676	yebB
875	yebB	1948980	1949688	+	0.2864585678735212	yebB
876	ruvC	1949651	1950274	-	10.279909699381815	ruvC
877	yebC-ruvC	1949651	1951020	-	15.20504130043119	yebC-ruvC
878	nudB-yebC-ruvC	1949651	1951509	-	13.280766002354222	nudB-yebC-ruvC
879	aspS	1951498	1953452	-	11.883874910712912	aspS
880	aspS	1951498	1953536	-	11.409113596438509	aspS
881	micL	1961277	1961582	-	1.8654668087998776	micL
882	micL	1961277	1961821	-	1.260315063683288	micL
883	argS	1962837	1964678	+	7.951056811986009	argS
884	yecT	1964771	1965295	+	0.11652783665998717	yecT
885	flhBAE	1965416	1969051	-	0.11582980492232631	flhBAE
